Town,Year,Town Code,Number of Returns,Percent Affordable,Affordability Score,IIE Score,County
Madison,2017,76,8084,1.62,3.948744769874477,94.80107929577574,New Haven
Manchester,2017,77,28890,14.06,36.480125523012546,61.37831105924564,Hartford
Mansfield,2017,78,5293,6.91,17.782426778242677,82.42735385868566,Tolland
Marlborough,2017,79,2869,2.05,5.073221757322175,87.35434207587585,Hartford
Meriden,2017,80,27728,16.06,41.71025104602509,46.77200186811189,New Haven
Middlebury,2017,81,3434,4.22,10.747907949790793,92.33916798455128,New Haven
Middlefield,2017,82,2086,2.58,6.459205020920502,83.06517184215353,Middlesex
Middletown,2017,83,21123,21.55,56.06694560669455,69.55308659548085,Middlesex
Milford,2017,84,26140,5.35,13.702928870292885,85.61003656748073,New Haven
Monroe,2017,85,8776,1.16,2.745815899581589,88.50712823006894,Fairfield
Montville,2017,86,8372,5.1,13.049163179916317,64.54718039356598,New London
Morris,2017,87,1051,2.21,5.491631799163179,84.1867954713413,Litchfield
Naugatuck,2017,88,14401,8.49,21.914225941422593,55.79167087810735,New Haven
New Britain,2017,89,31910,18.46,47.98640167364016,17.794777709118108,Hartford
New Canaan,2017,90,8159,2.73,6.851464435146443,99.53586805557741,Fairfield
New Fairfield,2017,91,6123,1.39,3.347280334728033,81.24081132658647,Fairfield
New Hartford,2017,92,3339,2.81,7.060669456066945,87.12861310144781,Litchfield
New Haven,2017,93,49101,31.77,82.79288702928869,46.97844745270974,New Haven
Newington,2017,94,15503,8.29,21.391213389121333,73.77582189823383,Hartford
New London,2017,95,11341,23.09,60.09414225941421,31.204594096600502,New London
New Milford,2017,96,13088,3.71,9.414225941422593,75.00316313240398,Litchfield
Newtown,2017,97,11893,2.32,5.779288702928869,91.66468579801239,Fairfield
Norfolk,2017,98,710,3.72,9.440376569037657,83.29061698835173,Litchfield
North Branford,2017,99,6839,2.29,5.700836820083682,82.27968929390549,New Haven
North Canaan,2017,100,326,9.33,24.110878661087863,66.34916648567503,Litchfield
North Haven,2017,101,11897,5.08,12.996861924686192,84.86172202485916,New Haven
North Stonington,2017,102,2388,1.52,3.6872384937238487,80.39169146744273,New London
Norwalk,2017,103,42446,12.72,32.97594142259414,82.48512998086564,Fairfield
Norwich,2017,104,17895,18.83,48.95397489539747,36.601886606881756,New London
Old Lyme,2017,105,3777,1.57,3.817991631799163,91.94857422170469,New London
Old Saybrook,2017,106,5270,2.37,5.910041841004184,90.28873036057156,Middlesex
Orange,2017,107,6671,1.37,3.294979079497908,89.62186005019615,New Haven
Oxford,2017,108,5843,1.5,3.6349372384937233,86.80588255416583,New Haven
Plainfield,2017,109,6578,12.65,32.7928870292887,45.030247156683366,Windham
Plainville,2017,110,8903,6.7,17.23326359832636,71.70006956703457,Hartford
Plymouth,2017,111,5770,7.5,19.32531380753138,64.5826498234266,Litchfield
Pomfret,2017,112,1880,2.97,7.47907949790795,79.80375435860545,Windham
Portland,2017,113,4425,8.29,21.391213389121333,80.55725303629893,Middlesex
Preston,2017,114,2159,4.36,11.114016736401673,73.68625681650245,New London
Prospect,2017,115,4487,1.47,3.556485355648535,82.70403507884123,New Haven
Putnam,2017,116,4055,13.17,34.15271966527196,38.75524181109875,Windham
Redding,2017,117,3983,0.31,0.5230125523012552,96.95249612711704,Fairfield
Ridgefield,2017,118,10449,2.93,7.374476987447698,96.99510738921916,Fairfield
Rocky Hill,2017,119,9833,4.86,12.421548117154812,82.05397493759357,Hartford
Roxbury,2017,120,987,1.89,4.654811715481171,95.1189010741474,Litchfield
Salem,2017,121,1924,1.77,4.341004184100418,85.2087281458627,New London
Salisbury,2017,122,1657,1.27,3.03347280334728,86.5376465982803,Litchfield
Scotland,2017,123,336,3.09,7.792887029288702,78.33821578752287,Windham
Seymour,2017,124,8016,5.71,14.644351464435145,72.78344553094834,New Haven
Sharon,2017,125,1045,2.03,5.020920502092049,91.64675699324609,Litchfield
Shelton,2017,126,19774,2.99,7.531380753138075,80.04346191115144,Fairfield
Sherman,2017,127,1615,0.55,1.1506276150627615,84.90799825382149,Fairfield
Simsbury,2017,128,10924,4.64,11.846234309623428,91.97813399046446,Hartford
Somers,2017,129,4347,5.23,13.389121338912133,85.66749657578087,Tolland
Southbury,2017,130,9129,1.39,3.347280334728033,88.25353689611043,New Haven
Southington,2017,131,20646,5.27,13.493723849372383,81.6527654923639,Hartford
South Windsor,2017,132,12305,6.62,17.024058577405857,86.15006950113977,Hartford
Sprague,2017,133,1524,5.77,14.80125523012552,61.4920535881735,New London
Stafford,2017,134,5503,8.02,20.68514644351464,65.95640665771158,Tolland
Stamford,2017,135,61485,16.28,42.28556485355648,96.49764891632746,Fairfield
Sterling,2017,136,1438,2.65,6.642259414225941,50.10809828600889,Windham
Stonington,2017,137,12818,5.69,14.59205020920502,84.15169805225688,New London
Stratford,2017,138,25458,6.21,15.951882845188283,66.79734103444987,Fairfield
Suffield,2017,139,6473,5.1,13.049163179916317,90.40143604748016,Hartford
Thomaston,2017,140,3715,5.98,15.35041841004184,74.41010716721354,Litchfield
Thompson,2017,141,4249,5.78,14.827405857740585,40.43753414575516,Windham
Tolland,2017,142,6697,3.16,7.975941422594142,88.10695274259893,Tolland
Torrington,2017,143,16294,10.82,28.007322175732217,56.517711336922176,Litchfield
Trumbull,2017,144,16095,4.82,12.31694560669456,88.07003137335647,Fairfield
Union,2017,145,289,1.03,2.4058577405857737,78.37388289302676,Tolland
Vernon,2017,146,14772,16.39,42.573221757322166,66.4041168477356,Tolland
Voluntown,2017,147,1232,4.35,11.087866108786608,65.76746829212006,New London
Wallingford,2017,148,21794,4.13,10.512552301255228,78.23083374820276,New Haven
Warren,2017,149,434,0.12,0.026150627615062705,74.23437878016152,Litchfield
Washington,2017,150,1821,2.26,5.622384937238492,90.5752544449492,Litchfield
Waterbury,2017,151,46812,21.56,56.09309623430961,7.504195953700332,New Haven
Waterford,2017,152,9609,4.37,11.140167364016735,78.09733767777514,New London
Watertown,2017,153,10530,4.55,11.610878661087865,77.49032680986537,Litchfield
Westbrook,2017,154,3321,5.03,12.866108786610878,86.09228387931498,Middlesex
West Hartford,2017,155,28746,7.54,19.42991631799163,89.10233508425155,Hartford
West Haven,2017,156,24459,13.19,34.205020920502086,46.984030904453746,New Haven
Weston,2017,157,4042,0.11,0.0,98.37544130693918,Fairfield
Westport,2017,158,11680,3.57,9.048117154811715,99.27761658345747,Fairfield
Wethersfield,2017,159,13230,9.44,24.398535564853553,80.96688051842762,Hartford
Willington,2017,160,2635,7.55,19.456066945606693,77.42408648528918,Tolland
Wilton,2017,161,7513,3.97,10.094142259414225,98.9173699141469,Fairfield
Winchester,2017,162,4957,12.08,31.302301255230123,59.452637371954644,Litchfield
Windham,2017,163,9566,29.18,76.01987447698744,23.22730938878297,Windham
Windsor,2017,164,14975,6.77,17.416317991631797,71.39793399827454,Hartford
Windsor Locks,2017,165,6519,9.01,23.274058577405853,63.40992149193869,Hartford
Wolcott,2017,166,7822,7.23,18.619246861924687,75.17050201398384,New Haven
Woodbridge,2017,167,4116,1.21,2.8765690376569033,95.02324272941301,New Haven
Woodbury,2017,168,4715,1.88,4.628661087866108,87.88531060073551,Litchfield
Woodstock,2017,169,3636,2.01,4.968619246861924,76.64514453513354,Windham
Andover,2018,1,1565,3.42,8.844065166795966,79.96150675573591,Tolland
Ansonia,2018,2,8876,15.18,39.25523661753297,45.99638908308134,New Haven
Ashford,2018,3,2086,3.36,8.688906128782001,71.35906963598914,Windham
Avon,2018,4,8498,3.94,10.188776829583656,96.66199167299321,Hartford
Barkhamsted,2018,5,1845,1.38,3.568657874321179,79.35257064383151,Litchfield
Beacon Falls,2018,6,2895,1.71,4.422032583397983,80.00863307846211,New Haven
Berlin,2018,7,10188,9.23,23.86863201448151,85.09718977889074,Hartford
Bethany,2018,8,2449,0.59,1.525730540470649,93.7062406521553,New Haven
Bethel,2018,9,8984,5.85,15.128006206361519,76.33246305108518,Fairfield
Bethlehem,2018,10,1644,2.03,5.249547452805792,84.08613535378016,Litchfield
Bloomfield,2018,11,11166,10.88,28.13550555986553,77.17114879886945,Hartford
Bolton,2018,12,2344,1.29,3.335919317300233,86.59976460056616,Tolland
Bozrah,2018,13,1249,3.02,7.809671580036204,76.73623308336498,New London
Branford,2018,14,14441,3.21,8.30100853374709,86.8529391669519,New Haven
Bridgeport,2018,15,60112,20.33,52.5730540470649,1.4210854715202004e-14,Fairfield
Bridgewater,2018,16,779,0.11,0.2844582363589346,94.06461400440112,Litchfield
Bristol,2018,17,29217,13.35,34.52288595810706,61.315365608644726,Hartford
Brookfield,2018,18,8241,5.36,13.860874062580812,85.86457078789695,Fairfield
Brooklyn,2018,19,3603,9.61,24.851305921903283,63.43029646995147,Windham
Burlington,2018,20,4382,1.89,4.887509697439875,89.50431266058332,Hartford
Canaan,2018,21,1714,5.78,14.946987328678562,61.5604816353532,Litchfield
Canterbury,2018,22,2416,6.51,16.834755624515125,68.31688361349943,Windham
Canton,2018,23,4668,7.01,18.127747607964828,92.0139640771315,Hartford
Chaplin,2018,24,1061,3.24,8.378588052754074,61.07188253956336,Windham
Cheshire,2018,25,12486,3.68,9.516420998189812,89.50510065291706,New Haven
Chester,2018,26,1857,2.03,5.249547452805792,87.32820734348898,Middlesex
Clinton,2018,27,6412,2.79,7.21489526764934,83.22382740261695,Middlesex
Colchester,2018,28,7760,8.52,22.03258339798293,79.27937359751643,New London
Colebrook,2018,29,605,0.97,2.508404447892423,73.74993077423144,Litchfield
Columbia,2018,30,2560,3.64,9.412981639513834,85.57493574750956,Tolland
Cornwall,2018,31,756,3.28,8.482027411430048,85.15884849663948,Litchfield
Coventry,2018,32,5945,4.84,12.51616239979312,80.92938234918677,Tolland
Cromwell,2018,33,7177,6.77,17.507111455908973,86.53284044836177,Middlesex
Danbury,2018,34,37191,10.83,28.006206361520558,54.11556421373963,Fairfield
Darien,2018,35,8283,3.56,9.206102922161882,99.9522201138022,Fairfield
Deep River,2018,36,2210,2.86,7.3959141453322985,81.20248992471062,Middlesex
Derby,2018,37,6018,11.51,29.764675459012153,52.471429762651454,New Haven
Durham,2018,38,3454,2.0,5.17196793379881,92.13760489364223,Middlesex
Eastford,2018,39,668,1.89,4.887509697439875,80.14682846860399,Windham
East Granby,2018,40,2441,5.34,13.809154383242824,84.15239696463283,Hartford
East Haddam,2018,41,3936,2.8,7.240755107318334,81.88020380573384,Middlesex
East Hampton,2018,42,6137,3.23,8.35272821308508,83.59393701237376,Middlesex
East Hartford,2018,43,24846,15.66,40.49650892164468,33.572269101120426,Hartford
East Haven,2018,44,13768,7.96,20.584432376519263,65.34115950561488,New Haven
East Lyme,2018,45,8574,5.88,15.205585725368502,84.54051735799857,New London
Easton,2018,46,3163,0.59,1.525730540470649,96.48802874359369,Fairfield
East Windsor,2018,47,5630,14.17,36.64339281096457,69.11553526688446,Hartford
Ellington,2018,48,7694,5.45,14.093612619601759,86.11792608058389,Tolland
Enfield,2018,49,19734,12.41,32.09206102922162,59.71359631174096,Hartford
Essex,2018,50,3347,2.91,7.52521334367727,94.01860126010982,Middlesex
Fairfield,2018,51,24510,2.43,6.283941039565555,94.05644678818763,Fairfield
Farmington,2018,52,12234,7.88,20.37755365916731,92.09180261935576,Hartford
Franklin,2018,53,903,5.58,14.42979053529868,73.53316384185077,New London
Glastonbury,2018,54,16240,5.41,13.990173260925783,92.88598006136638,Hartford
Goshen,2018,55,1348,0.24,0.6206361520558572,92.71935598304071,Litchfield
Granby,2018,56,5070,3.1,8.016550297388155,89.8912329816657,Hartford
Greenwich,2018,57,26472,5.06,13.085078872510989,99.9686149471013,Fairfield
Griswold,2018,58,5689,6.68,17.274372898888025,58.89482945589286,New London
Groton,2018,59,11781,22.52,58.2363589345746,62.55535663258186,New London
Guilford,2018,60,10088,2.39,6.180501680889579,94.73872883150963,New Haven
Haddam,2018,61,4014,1.4,3.620377553659167,89.49213546970694,Middlesex
Hamden,2018,62,25798,8.47,21.903284199637962,73.63609721372163,New Haven
Hampton,2018,63,1114,1.77,4.577191621411947,71.18913266053801,Windham
Hartford,2018,64,49686,38.67,100.0,3.242164127038592,Hartford
Hartland,2018,65,841,0.7,1.8101887768295835,78.600406145131,Hartford
Harwinton,2018,66,2597,2.23,5.766744246185674,85.08078650883304,Litchfield
Hebron,2018,67,4376,2.8,7.240755107318334,88.22114942723296,Tolland
Kent,2018,68,1267,2.52,6.516679596586501,86.58429968131787,Litchfield
Killingly,2018,69,8069,10.99,28.41996379622446,49.78349187218939,Windham
Killingworth,2018,70,2963,0.96,2.482544608223429,92.2985976358693,Middlesex
Lebanon,2018,71,3384,3.36,8.688906128782001,77.14766895364367,New London
Ledyard,2018,72,6844,4.13,10.680113783294543,73.99559944051187,New London
Lisbon,2018,73,1709,2.89,7.473493664339281,72.82108060265067,New London
Litchfield,2018,74,3868,4.7,12.154124644427204,90.09582108795055,Litchfield
Lyme,2018,75,920,2.53,6.5425394362554945,96.34132651243632,New London
Madison,2018,76,8044,1.64,4.241013705715024,95.89955792506346,New Haven
Manchester,2018,77,29161,14.2,36.72097232997155,63.07108386941158,Hartford
Mansfield,2018,78,5288,6.71,17.35195241789501,80.87566312184741,Tolland
Marlborough,2018,79,2881,2.13,5.508145849495732,89.86064582090212,Hartford
Meriden,2018,80,28224,15.75,40.729247478665634,45.74466403904512,New Haven
Middlebury,2018,81,3538,4.25,10.990431859322472,94.78059875434916,New Haven
Middlefield,2018,82,2116,2.74,7.085596069304371,83.58525025137988,Middlesex
Middletown,2018,83,21370,22.1,57.150245668476856,70.67508618879219,Middlesex
Milford,2018,84,26231,5.28,13.653995345228859,86.14745750007872,New Haven
Monroe,2018,85,8761,1.34,3.465218515645203,89.38477078119084,Fairfield
Montville,2018,86,8370,4.97,12.852340315490043,66.1952701674571,New London
Morris,2018,87,1041,2.21,5.715024566847685,85.24129223071395,Litchfield
Naugatuck,2018,88,14598,8.52,22.03258339798293,55.350618690016134,New Haven
New Britain,2018,89,32579,18.16,46.9614688388932,15.654571172054133,Hartford
New Canaan,2018,90,7964,3.44,8.895784846133953,99.08605705522285,Fairfield
New Fairfield,2018,91,6108,1.43,3.6979570726661493,82.61813779909866,Fairfield
New Hartford,2018,92,3306,2.77,7.163175588311352,85.87869608090524,Litchfield
New Haven,2018,93,49015,31.88,82.44116886475304,46.713014444711234,New Haven
Newington,2018,94,15683,8.58,22.187742435996896,76.09398274181856,Hartford
New London,2018,95,11208,22.47,58.10705973622963,24.265397288527026,New London
New Milford,2018,96,13046,4.34,11.223170416343418,75.3538524564429,Litchfield
Newtown,2018,97,12012,2.46,6.361520558572536,91.33116811510575,Fairfield
Norfolk,2018,98,727,1.65,4.266873545384018,81.67840695684767,Litchfield
North Branford,2018,99,6902,2.22,5.74088440651668,85.04178722085312,New Haven
North Canaan,2018,100,342,9.58,24.7737264028963,59.06809205946824,Litchfield
North Haven,2018,101,11990,5.34,13.809154383242824,85.76581087255911,New Haven
North Stonington,2018,102,2400,1.39,3.594517713990173,79.19887675191596,New London
Norwalk,2018,103,42460,12.75,32.97129557796742,77.18510805370977,Fairfield
Norwich,2018,104,18219,18.73,48.43547970002586,34.611639044720164,New London
Old Lyme,2018,105,3741,1.61,4.163434186708042,91.96875885462464,New London
Old Saybrook,2018,106,5252,2.46,6.361520558572536,90.70154283231597,Middlesex
Orange,2018,107,6653,1.37,3.5427980346521855,89.73132328432966,New Haven
Oxford,2018,108,5944,1.52,3.930695629687096,87.07726416066889,New Haven
Plainfield,2018,109,6640,12.59,32.55753814326351,44.221822821218296,Windham
Plainville,2018,110,9024,6.65,17.196793379881044,72.85026540393083,Hartford
Plymouth,2018,111,5875,7.12,18.412205844323765,65.25858706492747,Litchfield
Pomfret,2018,112,1893,2.79,7.21489526764934,83.57302600931729,Windham
Portland,2018,113,4472,8.29,21.437807085596067,82.33613380290146,Middlesex
Preston,2018,114,2212,4.21,10.886992500646496,73.76846055381426,New London
Prospect,2018,115,4519,1.5,3.8789759503491075,83.38852375540806,New Haven
Putnam,2018,116,4147,12.31,31.833462632531678,39.229664524600096,Windham
Redding,2018,117,3925,0.37,0.9568140677527799,97.9202815155773,Fairfield
Ridgefield,2018,118,10286,2.96,7.654512542022239,97.55924235185871,Fairfield
Rocky Hill,2018,119,9962,5.09,13.162658391517972,82.75137433721113,Hartford
Roxbury,2018,120,957,2.06,5.327126971812775,94.81493097292301,Litchfield
Salem,2018,121,1925,1.96,5.068528575122834,88.38832369640383,New London
Salisbury,2018,122,1627,1.27,3.2841996379622445,90.45467161325341,Litchfield
Scotland,2018,123,329,3.24,8.378588052754074,62.40428271751044,Windham
Seymour,2018,124,8090,5.75,14.86940780967158,71.42642259651618,New Haven
Sharon,2018,125,995,2.03,5.249547452805792,95.64766055967266,Litchfield
Shelton,2018,126,19939,3.12,8.068269976726144,81.28044385120342,Fairfield
Sherman,2018,127,1601,0.38,0.982673907421774,85.0779455195761,Fairfield
Simsbury,2018,128,11050,4.68,12.102404965089216,92.93618480649775,Hartford
Somers,2018,129,4392,5.2,13.447116627876907,88.15044167952009,Tolland
Southbury,2018,130,9158,1.42,3.6720972329971553,88.77206995405712,New Haven
Southington,2018,131,20828,5.38,13.9125937419188,82.63116876985896,Hartford
South Windsor,2018,132,12345,6.79,17.55883113524696,86.25530224184863,Hartford
Sprague,2018,133,1455,5.13,13.266097750193948,55.459519068307856,New London
Stafford,2018,134,5395,7.49,19.369019912076546,67.36874765931111,Tolland
Stamford,2018,135,61666,15.12,39.100077579519,85.76488029628189,Fairfield
Sterling,2018,136,1433,2.32,5.99948280320662,55.89875915567545,Windham
Stonington,2018,137,12808,5.86,15.153866046030515,85.51898252289224,New London
Stratford,2018,138,25559,6.37,16.47271786914921,65.96125713509618,Fairfield
Suffield,2018,139,6458,5.72,14.791828290664597,89.0236554540652,Hartford
Thomaston,2018,140,3700,5.83,15.076286527023532,74.64490149751309,Litchfield
Thompson,2018,141,4281,5.2,13.447116627876907,43.09262066169309,Windham
Tolland,2018,142,6715,3.25,8.404447892423066,89.35453022899367,Tolland
Torrington,2018,143,16567,10.66,27.56658908714766,55.568690807432475,Litchfield
Trumbull,2018,144,16022,4.5,11.636927851047323,88.85463054757335,Fairfield
Union,2018,145,281,1.29,3.335919317300233,92.7699876432477,Tolland
Vernon,2018,146,15069,16.5,42.668735453840185,66.9507028997684,Tolland
Voluntown,2018,147,1251,3.99,10.318076027928628,69.22148071403359,New London
Wallingford,2018,148,21716,4.16,10.757693302301526,78.51211546717475,New Haven
Warren,2018,149,427,0.0,0.0,84.09981113515934,Litchfield
Washington,2018,150,1741,2.07,5.3529868114817685,91.54482737323582,Litchfield
Waterbury,2018,151,47129,20.93,54.12464442720455,6.988930741349407,New Haven
Waterford,2018,152,9691,4.47,11.55934833204034,78.81207609054825,New London
Watertown,2018,153,10624,4.67,12.076545125420221,79.03470702649537,Litchfield
Westbrook,2018,154,3333,5.11,13.214378070855961,84.9064801361256,Middlesex
West Hartford,2018,155,28817,7.46,19.29144039306956,90.12832906367144,Hartford
West Haven,2018,156,24451,13.21,34.16084820274114,46.29430536238421,New Haven
Weston,2018,157,3956,0.19,0.491336953710887,98.85765444896768,Fairfield
Westport,2018,158,11394,3.37,8.714765968450996,99.55333797027177,Fairfield
Wethersfield,2018,159,13317,9.22,23.842772174812517,81.14591432869392,Hartford
Willington,2018,160,2595,7.43,19.21386087406258,76.56328127520729,Tolland
Wilton,2018,161,7475,4.0,10.34393586759762,100.0,Fairfield
Winchester,2018,162,4931,11.01,28.47168347556245,62.76116844616273,Litchfield
Windham,2018,163,9652,28.56,73.855702094647,23.558899523169345,Windham
Windsor,2018,164,15082,6.85,17.713990173260925,70.5220899520808,Hartford
Windsor Locks,2018,165,6567,9.01,23.29971554176364,62.98402105698024,Hartford
Wolcott,2018,166,7873,7.55,19.52417895009051,76.0820167911405,New Haven
Woodbridge,2018,167,3999,1.24,3.2066201189552626,96.10683589256227,New Haven
Woodbury,2018,168,4702,1.86,4.809930178432894,88.28408586167019,Litchfield
Woodstock,2018,169,3666,1.59,4.1117145073700545,77.5624740997703,Windham
Andover,2019,1,1588,3.64,9.000509943906172,80.46226484440602,Tolland
Ansonia,2019,2,9128,15.34,38.83222845486996,42.83863096755159,New Haven
Ashford,2019,3,2069,3.52,8.694543600203978,70.86775613855013,Windham
Avon,2019,4,8542,4.06,10.071392146863845,96.86848713488938,Hartford
Barkhamsted,2019,5,1871,1.64,3.901070882202957,81.57443101916202,Litchfield
Beacon Falls,2019,6,2965,1.95,4.691483936766955,79.34313582164175,New Haven
Berlin,2019,7,10291,9.31,23.45741968383478,85.04972422154961,Hartford
Bethany,2019,8,2482,0.68,1.4533401325854156,92.71439617105722,New Haven
Bethel,2019,9,9211,5.66,14.150943396226415,75.51331220209201,Fairfield
Bethlehem,2019,10,1672,2.16,5.226925038245793,81.63081289965073,Litchfield
Bloomfield,2019,11,11504,11.07,27.944926058133603,75.90825735063758,Hartford
Bolton,2019,12,2374,1.44,3.3911269760326364,86.94356625041434,Tolland
Bozrah,2019,13,1284,3.12,7.674655787863335,77.51506431564093,New London
Branford,2019,14,14647,3.36,8.28658847526772,89.88614075638688,New Haven
Bridgeport,2019,15,61449,20.4,51.73380928097909,0.0,Fairfield
Bridgewater,2019,16,802,0.11,0.0,97.97917782280355,Litchfield
Bristol,2019,17,29890,14.42,36.486486486486484,58.650843239485475,Hartford
Brookfield,2019,18,8289,5.58,13.946965833758288,85.9621644273269,Fairfield
Brooklyn,2019,19,3673,8.28,20.831208567057622,62.73965605879702,Windham
Burlington,2019,20,4428,2.1,5.073941866394697,90.18519227230303,Hartford
Canaan,2019,21,1708,1.28,2.9831718510963796,64.79728707828048,Litchfield
Canterbury,2019,22,2433,6.9,17.312595614482408,68.72956253310383,Windham
Canton,2019,23,4738,7.12,17.87353391126976,91.88095566822318,Hartford
Chaplin,2019,24,1056,3.64,9.000509943906172,64.3144283886442,Windham
Cheshire,2019,25,12592,3.78,9.357470678225395,90.20874564622756,New Haven
Chester,2019,26,1913,2.18,5.277919428862825,88.73727710640571,Middlesex
Clinton,2019,27,6457,2.82,6.909739928607852,83.48647495100141,Middlesex
Colchester,2019,28,7783,8.88,22.36104028556859,78.9259299838667,New London
Colebrook,2019,29,628,1.11,2.5497195308516067,75.0421324788968,Litchfield
Columbia,2019,30,2606,3.86,9.561448240693524,83.17742329943512,Tolland
Cornwall,2019,31,718,3.28,8.082610912799591,90.44744612867166,Litchfield
Coventry,2019,32,5947,5.12,12.774094849566549,80.99974237365922,Tolland
Cromwell,2019,33,7217,6.95,17.440081591024985,85.62282558233429,Middlesex
Danbury,2019,34,37525,11.91,30.086690464048953,54.374615487963226,Fairfield
Darien,2019,35,8298,3.58,8.847526772055074,99.53391226573645,Fairfield
Deep River,2019,36,2209,2.91,7.139214686384498,85.68539506724815,Middlesex
Derby,2019,37,6197,11.39,28.76083630800612,50.27792506788975,New Haven
Durham,2019,38,3426,2.38,5.787863335033146,93.31309087709738,Middlesex
Eastford,2019,39,679,2.02,4.869964303926568,79.34066055866445,Windham
East Granby,2019,40,2486,5.39,13.462519122896481,83.85033639491998,Hartford
East Haddam,2019,41,3945,3.04,7.470678225395206,84.70365676780935,Middlesex
East Hampton,2019,42,6152,3.39,8.36308006119327,85.6399046703333,Middlesex
East Hartford,2019,43,25509,16.37,41.45843957164712,32.10290050215302,Hartford
East Haven,2019,44,13956,8.03,20.193778684344718,65.87535451593041,New Haven
East Lyme,2019,45,8647,6.21,15.553289138194799,85.53316727560085,New London
Easton,2019,46,3195,0.63,1.3258541560428352,95.85577517754508,Fairfield
East Windsor,2019,47,5639,14.01,35.441101478837325,66.96989514128794,Hartford
Ellington,2019,48,7778,5.58,13.946965833758288,86.7532532828769,Tolland
Enfield,2019,49,19964,12.63,31.922488526262114,57.79242670042178,Hartford
Essex,2019,50,3346,3.04,7.470678225395206,95.3314566653845,Middlesex
Fairfield,2019,51,24896,2.47,6.0173380928097915,94.16997984783464,Fairfield
Farmington,2019,52,12389,7.88,19.81132075471698,91.03954624240788,Hartford
Franklin,2019,53,930,5.71,14.278429372768995,76.53152722753813,New London
Glastonbury,2019,54,16425,5.72,14.303926568077511,92.7262362690057,Hartford
Goshen,2019,55,1375,0.3,0.4844467108618052,90.95866185506792,Litchfield
Granby,2019,56,5189,3.17,7.802141764405914,90.84808716701858,Hartford
Greenwich,2019,57,26490,5.35,13.360530341662416,99.79997256421255,Fairfield
Griswold,2019,58,5760,6.94,17.41458439571647,57.46042107826889,New London
Groton,2019,59,11935,23.43,59.45945945945946,62.404372252320606,New London
Guilford,2019,60,10185,2.41,5.864354920958695,94.11945517787176,New Haven
Haddam,2019,61,3934,1.43,3.3656297807241202,89.03817717180915,Middlesex
Hamden,2019,62,26506,8.67,21.82559918408975,71.7179172833176,New Haven
Hampton,2019,63,1108,1.77,4.232534421213666,73.19645393937992,Windham
Hartford,2019,64,50656,39.33,100.0,3.7438730742454,Hartford
Hartland,2019,65,830,0.7,1.5043345232024474,77.15437516007596,Hartford
Harwinton,2019,66,2616,2.59,6.323304436511983,86.47273746106654,Litchfield
Hebron,2019,67,4403,2.89,7.088220295767465,87.24690268788461,Tolland
Kent,2019,68,1233,4.02,9.96940336562978,85.48125492755989,Litchfield
Killingly,2019,69,8292,11.43,28.862825089240182,50.80166927813192,Windham
Killingworth,2019,70,2994,0.92,2.065272819989801,93.1589744591251,Middlesex
Lebanon,2019,71,3458,3.58,8.847526772055074,73.4508496801027,New London
Ledyard,2019,72,6947,4.41,10.963793982661908,74.43232104002027,New London
Lisbon,2019,73,1733,3.58,8.847526772055074,73.50090454862574,New London
Litchfield,2019,74,3869,4.68,11.65221825599184,88.12994986663949,Litchfield
Lyme,2019,75,921,0.98,2.2182559918408975,97.03835768008503,New London
Madison,2019,76,8149,1.69,4.028556858745538,96.43460950177818,New Haven
Manchester,2019,77,29761,14.65,37.07292197858236,60.62941292476882,Hartford
Mansfield,2019,78,5313,6.76,16.95563488016318,79.400294981314,Tolland
Marlborough,2019,79,2919,2.18,5.277919428862825,89.23482793334497,Hartford
Meriden,2019,80,28818,16.45,41.662417134115245,42.88656984071169,New Haven
Middlebury,2019,81,3599,4.39,10.912799592044875,93.67979083825973,New Haven
Middlefield,2019,82,2129,2.84,6.960734319224884,86.29323829476292,Middlesex
Middletown,2019,83,21885,21.83,55.379908210096886,69.0427733408253,Middlesex
Milford,2019,84,26605,5.31,13.258541560428352,86.35214640068133,New Haven
Monroe,2019,85,8826,1.39,3.263640999490056,88.0976172913577,Fairfield
Montville,2019,86,8610,5.32,13.28403875573687,62.72457583341613,New London
Morris,2019,87,1063,2.36,5.736868944416114,88.11160135801214,Litchfield
Naugatuck,2019,88,14937,8.87,22.335543090260067,52.448568441766255,New Haven
New Britain,2019,89,33278,18.35,46.5068842427333,12.481593421067942,Hartford
New Canaan,2019,90,7969,2.94,7.215706272310046,98.99041265312377,Fairfield
New Fairfield,2019,91,6180,1.5,3.544110147883733,81.87351422692385,Fairfield
New Hartford,2019,92,3323,3.01,7.394186639469657,88.65073720930535,Litchfield
New Haven,2019,93,50173,32.05,81.4380418154003,45.24636000694671,New Haven
Newington,2019,94,15873,8.88,22.36104028556859,73.01637336400901,Hartford
New London,2019,95,11585,22.83,57.92962774094849,20.93655947126554,New London
New Milford,2019,96,13191,4.59,11.422743498215196,78.09835880815413,Litchfield
Newtown,2019,97,12104,2.65,6.476287608363079,91.19879292815388,Fairfield
Norfolk,2019,98,746,2.79,6.833248342682305,85.35565498457709,Litchfield
North Branford,2019,99,7029,2.22,5.37990821009689,84.49270273158609,New Haven
North Canaan,2019,100,324,10.27,25.905150433452317,64.43454772423807,Litchfield
North Haven,2019,101,12191,5.44,13.590005099439063,85.09145709155173,New Haven
