Tax Year,Town,Fed AGI,CT AGI,CT Income Tax ,Federal EITC Claimed,Number of EITC Credits Claimed,Amount of EITC Claimed,Percentage By Town
2018,CLINTON,8721871,8709220,43583,845090,502,194371,0.2
2018,COLCHESTER,10101900,10289451,56145,1018474,547,234227,0.25
2018,COLEBROOK,898300,901578,2116,103294,48,23758,0.03
2018,COLUMBIA,2811336,2834351,20608,204717,139,47085,0.05
2018,CORNWALL,1101509,1120056,6392,109179,71,25111,0.03
2018,COVENTRY,7984566,8005574,47359,703333,395,161767,0.17
2018,CROMWELL,8960771,8939117,47386,834781,456,191477,0.2
2018,DANBURY,99050316,99242961,455331,10479358,4701,2414550,2.55
2018,DARIEN,2465192,2510710,21145,314469,199,73808,0.08
2018,DEEP RIVER,3095227,3271372,25740,284501,159,65435,0.07
2018,DERBY,17511798,17524000,83788,1991142,892,457960,0.48
2018,DURHAM,2640965,2758719,18769,243459,151,55995,0.06
2018,EASTFORD,820664,822420,5247,65965,42,15172,0.02
2018,EAST GRANBY,2599243,2576983,14612,214692,118,49379,0.05
2018,EAST HADDAM,4693727,4680335,25789,411265,234,95387,0.1
2018,EAST HAMPTON,6525335,6546542,33366,585947,345,134767,0.14
2018,EAST HARTFORD,106876211,106766890,592398,11421253,5014,2628316,2.77
2018,EAST HAVEN,32428928,32480150,176306,3222567,1636,743026,0.78
2018,EAST LYME,9737958,9772921,51666,972394,512,223650,0.24
2018,EASTON,1615523,1689302,11371,148360,101,34123,0.04
2018,EAST WINDSOR,10551473,10595527,53320,1100544,558,252580,0.27
2018,ELLINGTON,7656980,7724650,45658,637381,381,146597,0.15
2018,ENFIELD,39671865,39677557,181353,4034937,1970,931628,0.98
2018,ESSEX,2613124,2632846,15888,203995,139,46918,0.05
2018,FAIRFIELD,19813622,19844516,95172,2057454,1154,473213,0.5
2018,FARMINGTON,11007661,11558080,71553,1043272,620,239952,0.25
2018,FRANKLIN,997850,1094484,10571,109143,53,25103,0.03
2018,GLASTONBURY,13637902,13679771,75929,1274009,705,293805,0.31
2018,GOSHEN,1633738,1677247,12569,105947,78,24370,0.03
2018,GRANBY,3669096,3924011,35890,332756,204,76533,0.08
2018,GREENWICH,22541265,22545359,103682,2246032,1279,519493,0.55
2018,GRISWOLD,15933309,15891806,84440,1526122,746,351658,0.37
2018,GROTON,33687580,33499621,157791,3654905,1705,841208,0.89
2018,GUILFORD,8189236,8382547,48468,678498,471,155598,0.16
2018,HADDAM,4011415,4077673,23629,313287,218,72056,0.08
2018,HAMDEN,58266532,58200510,322625,5925479,2904,1364916,1.44
2018,HAMPTON,1505994,1535109,5578,162079,88,37278,0.04
2018,HARTFORD,307963441,306431332,1465769,39600057,15929,9120624,9.61
2018,HARTLAND,967523,1089241,10427,110553,57,25427,0.03
2018,HARWINTON,2235260,2254897,13126,245229,138,56402,0.06
2018,HEBRON,4215855,4344500,31753,318276,194,73752,0.08
2018,KENT,1895727,1942659,13632,140729,102,32368,0.03
2018,KILLINGLY,23804515,23803358,107325,2422977,1161,557285,0.59
2018,KILLINGWORTH,1727441,1762908,8895,123167,97,28329,0.03
2018,LEBANON,4788259,4818709,28537,431646,249,100051,0.11
2018,LEDYARD,12722157,12252029,72282,1103622,579,253834,0.27
2018,LISBON,3112244,3110178,15242,290302,151,66769,0.07
2018,LITCHFIELD,4375595,4406684,22284,379823,243,87359,0.09
2018,LYME,426296,447598,1047,51876,33,11931,0.01
2018,MADISON,3955693,3938020,23137,355910,258,81858,0.09
2018,MANCHESTER,83406599,83659707,444655,8949681,4081,2058959,2.17
2018,MANSFIELD,7342397,7335549,34355,689228,385,159113,0.17
2018,MARLBOROUGH,2528548,2563780,17268,217185,134,49952,0.05
2018,MERIDEN,102346451,102442565,518331,11953183,5046,2752815,2.9
2018,MIDDLEBURY,3010654,3085367,18434,261436,160,60129,0.06
2018,MIDDLEFIELD,1714170,1710870,6293,180175,101,41440,0.04
2018,MIDDLETOWN,50074463,50175623,262217,5282952,2609,1214554,1.28
2018,MILFORD,31028553,31101158,163889,2826748,1728,650897,0.69
2018,MONROE,7758405,7838412,44043,651595,441,150568,0.16
2018,MONTVILLE,20409724,20355484,119895,1779127,928,411257,0.43
2018,MORRIS,1325459,1328557,4203,120597,69,27737,0.03
2018,NAUGATUCK,42656609,42845786,220937,4661231,2090,1076173,1.13
2018,NEW BRITAIN,164945319,165061013,820768,20139691,8258,4636044,4.89
2018,NEW CANAAN,2816742,2883957,14352,402447,211,92172,0.1
2018,NEW FAIRFIELD,6320831,6404237,35993,495687,313,114008,0.12
2018,NEW HARTFORD,3683638,3669349,15821,337293,204,77578,0.08
2018,NEW HAVEN,227479889,227573160,1062896,28790199,12129,6630339,6.99
2018,NEWINGTON,24748142,24818350,141602,2195446,1214,507837,0.54
2018,NEW LONDON,54508104,54515936,245946,6628317,2753,1526912,1.61
2018,NEW MILFORD,21469527,21837530,132349,2104918,1129,485112,0.51
2018,NEWTOWN,9570807,9614835,44459,864956,543,199458,0.21
2018,NORFOLK,1021881,1021875,4036,130186,67,29943,0.03
2018,NORTH BRANFORD,6949430,7048465,41394,576560,379,132609,0.14
2018,NORTH CANAAN,688571,713092,3694,84292,44,19387,0.02
2018,NORTH HAVEN,13668035,13718693,74780,1317480,788,302823,0.32
2018,NORTH STONINGTON,3102925,3127724,20038,272864,157,62758,0.07
2018,NORWALK,91610063,91866555,447637,9643835,4763,2220137,2.34
2018,NORWICH,76441021,76380691,369477,8751262,3745,2015901,2.12
2018,OLD LYME,3193186,3234394,18065,312744,192,71931,0.08
2018,OLD SAYBROOK,5301556,5483076,44057,423953,270,97508,0.1
2018,ORANGE,5004126,5039815,28153,501144,290,115263,0.12
2018,OXFORD,4981490,5129373,31402,426983,278,98206,0.1
2018,PLAINFIELD,19848494,19885873,96968,2081442,958,478734,0.5
2018,PLAINVILLE,17464786,17727442,111631,1475189,855,339585,0.36
2018,PLYMOUTH,11535064,11626907,68405,1141952,574,262634,0.28
2018,POMFRET,2722075,2737349,11260,220159,139,50637,0.05
2018,PORTLAND,5194408,5208938,27640,560793,288,128982,0.14
2018,PRESTON,3974114,3979989,23256,354456,193,81525,0.09
2018,PROSPECT,4923077,4915273,27033,395400,247,90942,0.1
2018,PUTNAM,12944987,12933799,55320,1321405,655,303960,0.32
2018,REDDING,1759068,1806167,7710,176468,132,40588,0.04
2018,RIDGEFIELD,4470285,4506184,19454,416189,316,95723,0.1
2018,ROCKY HILL,10063106,10096593,55373,1002539,532,230583,0.24
2018,ROXBURY,684672,688139,2667,65148,42,14984,0.02
2018,SALEM,2541351,2523994,15213,178242,130,40996,0.04
2018,SALISBURY,2036204,2090716,9832,180658,118,41551,0.04
2018,SCOTLAND,455719,568119,9353,45077,20,10368,0.01
2018,SEYMOUR,16195480,16358826,91472,1557233,781,358170,0.38
2018,SHARON,1357609,1383204,7743,105100,78,24173,0.03
2018,SHELTON,25852218,25997429,139999,2445246,1352,563191,0.59
2018,SHERMAN,1520682,1536773,6310,143420,79,32986,0.03
2018,SIMSBURY,9907957,9861466,64357,814780,495,187999,0.2
2018,SOMERS,4151167,4175593,19009,407508,227,93728,0.1
2018,SOUTHBURY,5570652,5712748,36442,559464,369,128677,0.14
2018,SOUTHINGTON,26248193,26459350,146802,2386901,1304,550466,0.58
2018,SOUTH WINDSOR,11207309,11207480,61552,1047819,590,240480,0.25
2018,SPRAGUE,4214454,4208493,25607,466293,201,107248,0.11
2018,STAFFORD,11046472,11149313,60439,1051892,557,241933,0.26
2018,STAMFORD,118748140,119213443,602687,12684353,6262,2923603,3.08
2018,STERLING,3235124,3307587,17852,315455,167,73376,0.08
2018,STONINGTON,15036053,15022116,65473,1517438,848,349804,0.37
2018,STRATFORD,60533546,60574177,318857,6157111,2966,1417873,1.49
2018,SUFFIELD,6122226,6094559,27707,557247,322,128166,0.14
2018,THOMASTON,5779006,5785132,22932,536905,315,123488,0.13
2018,THOMPSON,8288807,8334326,26298,776431,410,178581,0.19
2018,TOLLAND,5921212,5985065,42260,465846,299,107535,0.11
2018,TORRINGTON,49014914,49014865,237515,5128812,2475,1180938,1.24
2018,TRUMBULL,14753613,14872688,85963,1368379,826,315994,0.33
2018,UNION,244018,240763,1357,9826,12,2260,0
2018,VERNON,33390009,33389173,158482,3555247,1701,819500,0.86
2018,VOLUNTOWN,1960273,1938387,9640,196854,111,45178,0.05
2018,WALLINGFORD,31629819,31757137,166631,3047988,1609,701223,0.74
2018,WARREN,653268,661263,3633,53184,31,12232,0.01
2018,WASHINGTON,1845006,1833267,10668,145757,92,33526,0.04
2018,WATERBURY,250019726,249985461,1105402,32376371,12914,7454128,7.86
2018,WATERFORD,13776086,13843112,64440,1336028,707,307286,0.32
2018,WATERTOWN,18214546,18338512,101371,1663569,896,382619,0.4
2018,WESTBROOK,4232290,4299033,18802,406701,245,93542,0.1
2018,WEST HARTFORD,39126299,39384364,207792,4050639,2056,934974,0.99
2018,WEST HAVEN,81756039,81747664,391860,9134052,4141,2101058,2.21
2018,WESTON,949778,955001,9073,113721,92,27198,0.03
2018,WESTPORT,5084751,5264623,30133,543600,366,125029,0.13
2018,WETHERSFIELD,19349281,19610398,111145,1859926,981,428448,0.45
2018,WILLINGTON,3121494,3178865,15080,308220,169,70891,0.07
2018,WILTON,2657736,2682247,13140,243394,189,55981,0.06
2018,WINCHESTER,12457313,12414351,49507,1328533,679,305237,0.32
2018,WINDHAM,44095116,44004796,202806,5292722,2214,1219060,1.28
2018,WINDSOR,32221082,32107058,206810,3075799,1559,707779,0.75
2018,WINDSOR LOCKS,13140613,13198578,81987,1235316,620,284120,0.3
2018,WOLCOTT,12149551,12438102,66900,1193755,620,274563,0.29
2018,WOODBRIDGE,3041497,3198947,23251,273062,171,62803,0.07
2018,WOODBURY,5021618,5102499,29523,464836,280,106912,0.11
2018,WOODSTOCK,5166164,5234951,23939,456418,261,104975,0.11
2019,ANDOVER,1753808,1744856,8694,170866,94,39299,0.04
2019,ANSONIA,34234251,34227036,202137,3736545,1692,859402,0.9
2019,ASHFORD,3929173,3928827,24345,359524,190,82690,0.09
2019,AVON,4919313,4946177,24781,398922,288,91752,0.1
2019,BARKHAMSTED,2017444,2019997,11247,151198,96,34775,0.04
2019,BEACON FALLS,3658496,3742743,23970,320199,199,73646,0.08
2019,BERLIN,11152905,11143892,64648,964262,572,221779,0.23
2019,BETHANY,1241398,1209514,9184,162474,117,37369,0.04
2019,BETHEL,14947851,15047342,89235,1417306,744,325979,0.34
2019,BETHLEHEM,1955141,1924337,9647,196267,120,45141,0.05
2019,BLOOMFIELD,28425030,28392540,192596,2446826,1315,562768,0.59
2019,BOLTON,1885176,1948906,15854,165438,102,38051,0.04
2019,BOZRAH,2056216,2048001,14700,165111,96,37976,0.04
2019,BRANFORD,19097758,19329357,114137,1723079,1089,396307,0.42
2019,BRIDGEPORT,310901800,310547635,1604487,36683451,15452,8437145,8.85
2019,BRIDGEWATER,442302,434025,1722,23757,30,5464,0.01
2019,BRISTOL,81314773,81348801,462310,8747021,4055,2011807,2.11
2019,BROOKFIELD,9131128,9379919,55381,850354,509,195581,0.21
2019,BROOKLYN,7911503,7865211,38233,846575,401,194712,0.2
2019,BURLINGTON,3291865,3252302,15041,298193,187,68584,0.07
2019,CANAAN,4463812,4489405,23087,372858,207,85757,0.09
2019,CANTERBURY,4151829,4364639,32704,401514,204,92348,0.1
2019,CANTON,4364291,4575963,32993,368085,249,84659,0.09
2019,CHAPLIN,1941463,1988428,10982,206378,108,47467,0.05
2019,CHESHIRE,10977284,11567508,84305,988880,605,227442,0.24
2019,CHESTER,2054818,2073774,12543,162937,119,37475,0.04
2019,CLINTON,9615617,9634784,62894,836062,531,192211,0.2
2019,COLCHESTER,10726254,11118202,79818,1041578,562,239549,0.25
2019,COLEBROOK,607384,622809,1956,74207,35,17068,0.02
2019,COLUMBIA,2742009,2736936,18881,215369,131,49535,0.05
2019,CORNWALL,1080410,1118952,8417,88505,74,20356,0.02
2019,COVENTRY,7919669,8020756,52365,703850,406,161885,0.17
2019,CROMWELL,9023474,9003433,50498,864908,478,198928,0.21
2019,DANBURY,103346332,103626218,528077,10554072,4859,2427429,2.55
2019,DARIEN,3623973,3633489,17941,346258,208,79639,0.08
2019,DEEP RIVER,3251261,3274086,19334,255661,176,58802,0.06
2019,DERBY,18469242,18423175,99978,2105018,941,484153,0.51
2019,DURHAM,2446699,2489831,24114,184382,133,42408,0.04
2019,EASTFORD,847915,923369,10139,67528,41,15531,0.02
2019,EAST GRANBY,2691854,2693618,13955,228131,127,52470,0.06
2019,EAST HADDAM,5610000,5705693,36864,423226,262,97342,0.1
2019,EAST HAMPTON,6843289,6793262,39659,537080,358,123528,0.13
2019,EAST HARTFORD,108998069,108797327,674584,11408278,5074,2623662,2.75
2019,EAST HAVEN,30756327,30593382,181458,3139406,1675,722061,0.76
2019,EAST LYME,10756858,10787810,58370,1005881,573,231352,0.24
2019,EASTON,1572588,1621362,10883,170088,106,39120,0.04
2019,EAST WINDSOR,10316748,10392221,56899,1089962,544,250690,0.26
2019,ELLINGTON,7860652,7887094,43873,675227,417,155302,0.16
2019,ENFIELD,41445418,41294343,205521,4133073,2004,950603,1
2019,ESSEX,2596651,2606913,13536,208787,153,48021,0.05
2019,FAIRFIELD,19192430,19389813,108099,2126131,1200,489008,0.51
2019,FARMINGTON,11669854,11705384,64971,1086367,601,249863,0.26
2019,FRANKLIN,1119544,1130668,5218,116598,66,26817,0.03
2019,GLASTONBURY,13720243,14023027,94639,1355574,750,311781,0.33
2019,GOSHEN,1526833,1497182,11329,99322,77,22844,0.02
2019,GRANBY,3871653,3888030,26348,304472,207,70028,0.07
2019,GREENWICH,21073709,21064247,107091,2289164,1282,526506,0.55
2019,GRISWOLD,15162921,15136554,89234,1516349,724,348758,0.37
2019,GROTON,34434890,34287582,189390,3596629,1696,827222,0.87
2019,GUILFORD,7291013,7267067,33997,645252,446,148408,0.16
2019,HADDAM,4125217,4306175,34312,333386,219,76679,0.08
2019,HAMDEN,59651181,59726734,345087,6222141,3004,1431087,1.5
2019,HAMPTON,1495733,1522298,8568,148712,77,34204,0.04
2019,HARTFORD,309658338,309758827,1670009,38952933,15750,8959141,9.39
2019,HARTLAND,715632,724860,2698,90482,46,20811,0.02
2019,HARWINTON,2166605,2168276,17970,191990,124,44157,0.05
2019,HEBRON,4055659,4026384,24205,322503,194,74175,0.08
2019,KENT,1636866,1808151,15788,149633,98,34416,0.04
2019,KILLINGLY,23501420,23469676,124027,2339366,1152,538053,0.56
2019,KILLINGWORTH,1568238,1658555,15009,131767,106,30306,0.03
2019,LEBANON,5014730,5059849,28337,498896,250,114746,0.12
2019,LEDYARD,13204913,12783289,83983,1098975,606,252764,0.27
2019,LISBON,2288864,2398656,23984,282974,148,65084,0.07
2019,LITCHFIELD,4859121,4894734,32425,436297,254,100348,0.11
2019,LYME,662510,765698,8561,46432,33,10679,0.01
2019,MADISON,4264996,4303896,29587,373692,283,85949,0.09
2019,MANCHESTER,86950036,86786878,519357,9232280,4189,2123416,2.23
2019,MANSFIELD,8215846,8228058,47386,749676,415,172425,0.18
2019,MARLBOROUGH,3029301,3133032,25232,235689,146,54208,0.06
2019,MERIDEN,105656008,105539310,578421,12113031,5137,2785987,2.92
2019,MIDDLEBURY,3017446,3026657,16115,259485,157,59681,0.06
2019,MIDDLEFIELD,1927205,1915186,10153,179439,114,41271,0.04
2019,MIDDLETOWN,48906958,48869218,282568,5088169,2533,1170275,1.23
2019,MILFORD,31530581,31558316,162025,2920139,1780,671620,0.7
2019,MONROE,7813481,7765467,39032,704266,435,161981,0.17
2019,MONTVILLE,20262733,20293111,124211,1842823,948,423849,0.44
2019,MORRIS,1358064,1333945,10104,120639,79,27747,0.03
2019,NAUGATUCK,43066459,42915086,240461,4706983,2090,1082601,1.14
2019,NEW BRITAIN,171141043,171287013,952265,20235703,8340,4654191,4.88
2019,NEW CANAAN,3586616,3590826,14585,419496,230,96484,0.1
2019,NEW FAIRFIELD,6098088,6095628,35483,492415,320,113255,0.12
2019,NEW HARTFORD,3578340,3533544,14970,332254,204,76418,0.08
2019,NEW HAVEN,233639501,233540795,1228833,29083895,12391,6689268,7.01
2019,NEWINGTON,24738314,24801704,147251,2258755,1242,519512,0.54
2019,NEW LONDON,56140683,56098017,278189,6532473,2821,1502464,1.58
2019,NEW MILFORD,22611189,22697507,126483,2106591,1170,484515,0.51
2019,NEWTOWN,9208899,9333598,51326,841296,545,193497,0.2
2019,NORFOLK,1053838,1048948,3070,131575,70,30262,0.03
2019,NORTH BRANFORD,6023749,6012566,35642,571608,385,131470,0.14
2019,NORTH CANAAN,737622,736724,2886,77914,42,17920,0.02
2019,NORTH HAVEN,13717081,13664034,67694,1314247,785,302276,0.32
2019,NORTH STONINGTON,3646469,3654548,20791,329819,182,75858,0.08
2019,NORWALK,92292247,92633026,473400,9813764,4812,2257159,2.37
2019,NORWICH,77533384,77326528,370871,8920177,3813,2051634,2.15
2019,OLD LYME,3067686,3034186,14500,305198,179,70195,0.07
2019,OLD SAYBROOK,4437730,4448910,26751,422931,248,97274,0.1
2019,ORANGE,4569649,4485085,24688,466127,287,107209,0.11
2019,OXFORD,4463867,4512909,24257,417894,270,96116,0.1
2019,PLAINFIELD,20310932,20311562,108965,2126950,962,489197,0.51
2019,PLAINVILLE,17729041,17819360,111948,1584661,880,364420,0.38
2019,PLYMOUTH,10848607,10923173,71604,1104384,567,254007,0.27
2019,POMFRET,2470296,2530154,17637,204584,110,47054,0.05
2019,PORTLAND,5914051,5880463,29699,608324,347,139914,0.15
2019,PRESTON,3670553,3654604,22738,330909,181,76109,0.08
2019,PROSPECT,4677454,4717672,30782,431763,258,99305,0.1
2019,PUTNAM,13789612,13762081,68802,1305369,669,300234,0.31
2019,REDDING,1632539,1784712,14364,183016,138,42094,0.04
2019,RIDGEFIELD,4131561,4182225,25021,442734,336,101829,0.11
2019,ROCKY HILL,10841256,10907449,66352,1030899,585,237106,0.25
2019,ROXBURY,758997,837401,5628,79797,51,18353,0.02
2019,SALEM,2535183,2471007,16469,220358,131,50682,0.05
2019,SALISBURY,2017918,2050758,8117,189431,105,43569,0.05
2019,SCOTLAND,468093,470188,1117,36434,25,8380,0.01
2019,SEYMOUR,16896797,16920751,107283,1564898,798,359926,0.38
2019,SHARON,1116780,1145107,4341,111320,79,25604,0.03
2019,SHELTON,27462112,27578672,162878,2653421,1461,610286,0.64
2019,SHERMAN,1486531,1522958,9091,123023,68,28295,0.03
2019,SIMSBURY,8623687,8581056,46852,765239,439,176004,0.18
2019,SOMERS,4584540,4612948,22794,381379,239,87717,0.09
2019,SOUTHBURY,5586812,5598301,32553,567386,376,130499,0.14
2019,SOUTHINGTON,25546290,25714594,149948,2375451,1323,546353,0.57
2019,SOUTH WINDSOR,11587169,11562306,64865,1113749,604,256161,0.27
2019,SPRAGUE,4170147,4179920,28972,408522,195,93960,0.1
2019,STAFFORD,10955572,11040338,72437,1039510,529,239087,0.25
2019,STAMFORD,124142947,124517674,672190,12701261,6323,2921279,3.06
2019,STERLING,3313974,3314604,16574,325656,163,74901,0.08
2019,STONINGTON,15630229,15720841,78671,1519026,869,349375,0.37
2019,STRATFORD,61694547,61877273,368714,6185195,2992,1422589,1.49
2019,SUFFIELD,6028235,6081163,28512,550833,316,126691,0.13
2019,THOMASTON,6774856,6866174,39469,574597,345,132157,0.14
2019,THOMPSON,8311381,8322840,30048,753772,410,173367,0.18
2019,TOLLAND,5299374,5382985,34942,484881,295,111522,0.12
2019,TORRINGTON,50442231,50541796,276124,5338755,2574,1227909,1.29
2019,TRUMBULL,16048944,15987249,93580,1456565,839,335009,0.35
2019,UNION,250020,249234,1419,10912,9,2510,0
2019,VERNON,33958987,34112279,183515,3549376,1751,816354,0.86
2019,VOLUNTOWN,2128406,2150617,15134,174050,102,40032,0.04
2019,WALLINGFORD,30336547,30435637,178807,3100541,1634,713122,0.75
2019,WARREN,504875,512291,4215,47566,32,10940,0.01
2019,WASHINGTON,1666646,1681822,15064,146315,102,33652,0.04
2019,WATERBURY,257747387,257611346,1272600,33013304,13140,7593028,7.96
2019,WATERFORD,14825291,14818616,87584,1368509,756,314756,0.33
2019,WATERTOWN,17508251,17887504,116600,1679001,876,386169,0.4
2019,WESTBROOK,4277630,4372907,22819,399991,255,91998,0.1
2019,WEST HARTFORD,38896967,38952517,216297,3936865,2060,905475,0.95
2019,WEST HAVEN,83724946,83675272,445223,9342911,4227,2148859,2.25
2019,WESTON,1033539,1069531,8457,141270,107,32492,0.03
2019,WESTPORT,3755891,3779138,26906,513109,375,118015,0.12
2019,WETHERSFIELD,20698376,20715533,130472,1943005,1009,446890,0.47
2019,WILLINGTON,3847791,3852009,21668,347986,212,80036,0.08
2019,WILTON,3274125,3342496,24489,278916,194,64151,0.07
2019,WINCHESTER,12899965,12962786,71093,1338585,677,307874,0.32
2019,WINDHAM,45318171,45328565,257053,5249982,2235,1207491,1.27
2019,WINDSOR,32936440,32909166,219410,3048461,1563,701144,0.74
2019,WINDSOR LOCKS,13832860,13817466,86629,1249240,651,287324,0.3
2019,WOLCOTT,12179280,12305873,78888,1127006,608,259210,0.27
2019,WOODBRIDGE,2691548,2876348,20109,272320,166,62633,0.07
2019,WOODBURY,4566748,4814683,36474,411173,262,94569,0.1
2019,WOODSTOCK,5372751,5387883,31364,462112,257,106285,0.11
2020,ANDOVER,1498292,1538744,10123,119232,79,27423,0.03
2020,ANSONIA,34110286,33968797,202498,3504314,1603,805996,0.92
2020,ASHFORD,3815017,3785351,21402,364507,186,83836,0.1
2020,AVON,5166655,5290889,38773,408971,288,94060,0.11
2020,BARKHAMSTED,2177738,2186434,13485,173244,110,39846,0.05
2020,BEACON FALLS,3798703,3780999,24177,274050,183,63032,0.07
2020,BERLIN,9840278,10028491,65799,862503,508,198375,0.23
2020,BETHANY,2036619,2093122,15344,156978,110,36104,0.04
2020,BETHEL,14420842,14504839,88326,1309376,696,301153,0.34
2020,BETHLEHEM,1795286,1798330,7909,181662,101,41782,0.05
2020,BLOOMFIELD,25994024,25810398,191026,2153727,1209,496333,0.57
2020,BOLTON,2377301,2461412,20619,198537,119,45664,0.05
2020,BOZRAH,2303456,2328522,18327,193320,106,44463,0.05
2020,BRANFORD,18566429,18528117,109389,1559274,1008,358631,0.41
2020,BRIDGEPORT,310134646,309745960,1869990,32725150,14782,7527232,8.59
2020,BRIDGEWATER,502050,496515,2698,26281,33,6045,0.01
2020,BRISTOL,83885258,83607485,543302,8136669,3956,1872447,2.14
2020,BROOKFIELD,9379985,9270957,45158,793474,465,182495,0.21
2020,BROOKLYN,8392685,8330971,47241,805377,387,184931,0.21
2020,BURLINGTON,2758677,2765694,14596,250484,159,57611,0.07
2020,CANAAN,4141669,4140134,25190,334377,201,76906,0.09
2020,CANTERBURY,4274381,4297116,31742,340124,191,78228,0.09
2020,CANTON,4514355,4978566,53397,336475,257,77388,0.09
2020,CHAPLIN,2069365,2148893,18722,182997,106,42089,0.05
2020,CHESHIRE,11392210,11321891,69291,911773,575,209659,0.24
2020,CHESTER,2233245,2203626,11382,167393,126,38502,0.04
2020,CLINTON,10342433,10353388,68394,795051,512,182657,0.21
2020,COLCHESTER,10840853,10859825,75991,905306,525,208219,0.24
2020,COLEBROOK,773054,772510,3321,74612,40,17160,0.02
2020,COLUMBIA,2935376,2955358,21265,239971,142,55194,0.06
2020,CORNWALL,1062347,1108924,6014,120913,74,27809,0.03
2020,COVENTRY,8377063,8435702,65784,696126,396,160484,0.18
2020,CROMWELL,9508560,9617465,72133,796673,473,183236,0.21
2020,DANBURY,101320659,101481673,574360,9923301,4712,2283455,2.61
2020,DARIEN,4121589,4152556,21508,350817,228,80687,0.09
2020,DEEP RIVER,3290795,3285664,23384,248252,165,57097,0.07
2020,DERBY,18079109,18017846,106400,1857980,891,428450,0.49
2020,DURHAM,2277277,2325359,18124,200737,125,46169,0.05
2020,EASTFORD,751922,748144,4086,56814,42,13067,0.01
2020,EAST GRANBY,2855146,2838402,16929,219412,140,50466,0.06
2020,EAST HADDAM,4986986,4962194,31310,402344,243,92919,0.11
2020,EAST HAMPTON,6827585,6749609,41298,568959,352,130859,0.15
2020,EAST HARTFORD,109265967,109045752,772924,10523257,4879,2422039,2.76
2020,EAST HAVEN,32993612,32831281,209412,2931102,1584,674118,0.77
2020,EAST LYME,10715734,10642162,61653,916438,540,210781,0.24
2020,EASTON,1909063,1981776,15053,167797,106,38593,0.04
2020,EAST WINDSOR,10811197,10901894,77789,966231,517,222233,0.25
2020,ELLINGTON,7772793,7945041,57575,635509,404,146167,0.17
2020,ENFIELD,41074313,40972299,216123,3686404,1917,848625,0.97
2020,ESSEX,2622083,2590377,12500,208093,140,47862,0.05
2020,FAIRFIELD,22300358,22271897,124824,1968804,1152,453644,0.52
2020,FARMINGTON,11390898,11445983,65979,987025,588,227017,0.26
2020,FRANKLIN,1302549,1362009,9465,138260,70,31799,0.04
2020,GLASTONBURY,14000272,13946732,78665,1278760,762,294116,0.34
2020,GOSHEN,1309346,1339281,7257,122587,70,28196,0.03
2020,GRANBY,4045681,4001907,23672,308396,206,70931,0.08
2020,GREENWICH,23519717,23611942,119849,2188848,1280,503435,0.57
2020,GRISWOLD,15440031,15424991,110143,1312944,694,302801,0.35
2020,GROTON,33861094,33699525,211816,3279501,1625,754071,0.86
2020,GUILFORD,7650548,7627603,44982,602721,426,138625,0.16
2020,HADDAM,4042886,4034277,27703,328191,209,75482,0.09
2020,HAMDEN,61293152,60896269,374316,5970915,3017,1375183,1.57
2020,HAMPTON,1489396,1463162,10550,117758,77,27083,0.03
2020,HARTFORD,305179562,304605907,1931995,34903399,14933,8030280,9.17
2020,HARTLAND,937954,925489,6160,85490,49,19662,0.02
2020,HARWINTON,2182799,2229625,12730,199528,119,45892,0.05
2020,HEBRON,3861714,3844879,20684,331915,189,76341,0.09
2020,KENT,1890589,1915241,13357,171789,94,39511,0.05
2020,KILLINGLY,23167036,23140431,126093,2233904,1091,513863,0.59
2020,KILLINGWORTH,1897057,1913801,9071,146780,125,33759,0.04
2020,LEBANON,4605799,4575834,26772,461302,225,106097,0.12
2020,LEDYARD,13636963,13465173,108567,1047105,596,240830,0.27
2020,LISBON,3200093,3195686,18625,283045,145,65101,0.07
2020,LITCHFIELD,4711854,4785112,31470,370037,252,85109,0.1
2020,LYME,378599,442643,2896,35848,28,8246,0.01
2020,MADISON,5359502,5246577,32794,402258,306,92518,0.11
2020,MANCHESTER,86918539,86574330,564012,8324801,3986,1915436,2.19
2020,MANSFIELD,8239364,8232352,52596,699039,408,160776,0.18
2020,MARLBOROUGH,2714041,2732846,18652,207167,136,47648,0.05
2020,MERIDEN,108740545,108579626,711154,11292714,5013,2597286,2.96
2020,MIDDLEBURY,2946325,2981092,20634,254440,150,58522,0.07
2020,MIDDLEFIELD,2090144,2076652,15036,150884,105,34703,0.04
2020,MIDDLETOWN,47769601,47529279,308563,4618003,2375,1062081,1.21
2020,MILFORD,31615406,31480001,183762,2695791,1654,620026,0.71
2020,MONROE,8465384,8505627,48638,742630,456,170804,0.19
2020,MONTVILLE,19974462,19808496,137785,1729501,899,398022,0.45
2020,MORRIS,1458698,1527226,14279,94475,72,21730,0.02
2020,NAUGATUCK,45079955,44971335,301415,4331004,2057,996125,1.14
2020,NEW BRITAIN,173788730,173672837,1135915,18522154,8007,4260774,4.86
2020,NEW CANAAN,3632971,3611990,15611,366638,222,84326,0.1
2020,NEW FAIRFIELD,6686848,6680198,40978,523968,337,120513,0.14
2020,NEW HARTFORD,3301389,3289838,17817,276022,189,63484,0.07
2020,NEW HAVEN,234185414,233950039,1447266,26389363,11895,6072045,6.93
2020,NEWINGTON,23929302,23835988,162303,1983119,1124,456114,0.52
