Tax Year,Municipality,Number of Returns,CT Income Tax,Pass-Through Entity Tax (PET) Credit Claimed,Combined CT Income Tax and PET Credit
2012,STRATFORD,23864,56079318.00,,
2012,SUFFIELD,6088,26068929.00,,
2012,THOMASTON,3576,8251653.00,,
2012,THOMPSON,4057,6243033.00,,
2012,TOLLAND,6353,28824989.00,,
2012,TORRINGTON,15673,28746190.00,,
2012,TRUMBULL,15567,73841157.00,,
2012,UNION,289,745680.00,,
2012,VERNON,14045,32162959.00,,
2012,VOLUNTOWN,1186,2245631.00,,
2012,WALLINGFORD,20878,63872050.00,,
2012,WARREN,354,983522.00,,
2012,WASHINGTON,1884,14207841.00,,
2012,WATERBURY,44189,50155418.00,,
2012,WATERFORD,9313,28217252.00,,
2012,WATERTOWN,10064,28474533.00,,
2012,WESTBROOK,3166,10776221.00,,
2012,WEST HARTFORD,27627,156441031.00,,
2012,WEST HAVEN,23643,37756508.00,,
2012,WESTON,4069,63253732.00,,
2012,WESTPORT,11820,216187490.00,,
2012,WETHERSFIELD,12873,42178883.00,,
2012,WILLINGTON,2570,7236084.00,,
2012,WILTON,7358,99741375.00,,
2012,WINCHESTER,5238,9660143.00,,
2012,WINDHAM,8996,10989525.00,,
2012,WINDSOR,13989,36657045.00,,
2012,WINDSOR LOCKS,6189,12016566.00,,
2012,WOLCOTT,7533,19934078.00,,
2012,WOODBRIDGE,4119,42457830.00,,
2012,WOODBURY,4544,21498566.00,,
2012,WOODSTOCK,3470,9119980.00,,
2011,ANDOVER,1491,4606400.00,,
2011,ANSONIA,8229,12859369.00,,
2011,ASHFORD,1995,4921563.00,,
2011,AVON,7984,72302384.00,,
2011,BARKHAMSTED,1796,7035596.00,,
2011,BEACON FALLS,2689,6830314.00,,
2011,BERLIN,9451,31448702.00,,
2011,BETHANY,2447,12990194.00,,
2011,BETHEL,8189,22736846.00,,
2011,BETHLEHEM,1618,4924307.00,,
2011,BLOOMFIELD,10322,29158464.00,,
2011,BOLTON,2343,8970370.00,,
2011,BOZRAH,1144,2861694.00,,
2011,BRANFORD,13599,51614022.00,,
2011,BRIDGEPORT,56379,51904762.00,,
2011,BRIDGEWATER,773,4583023.00,,
2011,BRISTOL,27309,56025216.00,,
2011,BROOKFIELD,7420,26980986.00,,
2011,BROOKLYN,3245,6794955.00,,
2011,BURLINGTON,4057,18446848.00,,
2011,CANAAN,1805,3869201.00,,
2011,CANTERBURY,2278,4569592.00,,
2011,CANTON,4487,21998820.00,,
2011,CHAPLIN,1014,1935421.00,,
2011,CHESHIRE,11720,60675031.00,,
2011,CHESTER,1719,6006533.00,,
2011,CLINTON,6044,18218929.00,,
2011,COLCHESTER,7089,22425528.00,,
2011,COLEBROOK,289,1039788.00,,
2011,COLUMBIA,2538,8166912.00,,
2011,CORNWALL,701,2625292.00,,
2011,COVENTRY,5541,16266228.00,,
2011,CROMWELL,6736,23689748.00,,
2011,DANBURY,32974,62536655.00,,
2011,DARIEN,7849,139855074.00,,
2011,DEEP RIVER,2117,6914198.00,,
2011,DERBY,5596,10090165.00,,
2011,DURHAM,3211,15373835.00,,
2011,EASTFORD,664,1654664.00,,
2011,EAST GRANBY,2381,8501123.00,,
2011,EAST HADDAM,3584,11805373.00,,
2011,EAST HAMPTON,5927,20195372.00,,
2011,EAST HARTFORD,23466,30864226.00,,
2011,EAST HAVEN,13057,25922824.00,,
2011,EAST LYME,8028,28932185.00,,
2011,EASTON,3049,31136949.00,,
2011,EAST WINDSOR,5322,11487864.00,,
2011,ELLINGTON,7024,23259797.00,,
2011,ENFIELD,19111,35634721.00,,
2011,ESSEX,3127,18024583.00,,
2011,FAIRFIELD,23179,160086528.00,,
2011,FARMINGTON,11682,72706859.00,,
2011,FRANKLIN,865,2336584.00,,
2011,GLASTONBURY,15078,92421407.00,,
2011,GOSHEN,1281,4524907.00,,
2011,GRANBY,4881,21614401.00,,
2011,GREENWICH,25611,619906088.00,,
2011,GRISWOLD,5536,9673328.00,,
2011,GROTON,10729,22121226.00,,
2011,GUILFORD,9667,56590473.00,,
2011,HADDAM,3708,13672495.00,,
2011,HAMDEN,24938,69450228.00,,
2011,HAMPTON,1087,2521573.00,,
2011,HARTFORD,47192,42196083.00,,
2011,HARTLAND,743,2105074.00,,
2011,HARWINTON,2484,9016028.00,,
2011,HEBRON,4062,16386676.00,,
2011,KENT,1246,4182976.00,,
2011,KILLINGLY,7528,10080811.00,,
2011,KILLINGWORTH,2833,11995689.00,,
2011,LEBANON,3185,8113661.00,,
2011,LEDYARD,6547,17222850.00,,
2011,LISBON,1612,3916820.00,,
2011,LITCHFIELD,3666,15515941.00,,
2011,LYME,917,5380528.00,,
2011,MADISON,7797,51852741.00,,
2011,MANCHESTER,26921,57957464.00,,
2011,MANSFIELD,5460,16769393.00,,
2011,MARLBOROUGH,2757,11484152.00,,
2011,MERIDEN,26313,44321345.00,,
2011,MIDDLEBURY,3342,18115204.00,,
2011,MIDDLEFIELD,1979,6619626.00,,
2011,MIDDLETOWN,20105,48710544.00,,
2011,MILFORD,24874,102797472.00,,
2011,MONROE,8418,36368217.00,,
2011,MONTVILLE,8111,16498744.00,,
2011,MORRIS,999,3270008.00,,
2011,NAUGATUCK,14030,26972130.00,,
2011,NEW BRITAIN,29407,33036715.00,,
2011,NEW CANAAN,7852,208802864.00,,
2011,NEW FAIRFIELD,5921,17356122.00,,
2011,NEW HARTFORD,3095,12386919.00,,
2011,NEW HAVEN,45589,79085644.00,,
2011,NEWINGTON,14833,36488946.00,,
2011,NEW LONDON,10432,13288549.00,,
2011,NEW MILFORD,12173,32030598.00,,
2011,NEWTOWN,11169,60519969.00,,
2011,NORFOLK,768,2402275.00,,
2011,NORTH BRANFORD,6729,19977948.00,,
2011,NORTH CANAAN,261,382365.00,,
2011,NORTH HAVEN,11169,37227395.00,,
2011,NORTH STONINGTON,2338,6614863.00,,
2011,NORWALK,38172,122042409.00,,
2011,NORWICH,16984,24508992.00,,
2011,OLD LYME,3629,20340563.00,,
2011,OLD SAYBROOK,4865,20490673.00,,
2011,ORANGE,6307,35169415.00,,
2011,OXFORD,5518,20459010.00,,
2011,PLAINFIELD,6248,9179613.00,,
2011,PLAINVILLE,8567,17296068.00,,
2011,PLYMOUTH,5585,11450494.00,,
2011,POMFRET,1817,5461126.00,,
2011,PORTLAND,4295,14290027.00,,
2011,PRESTON,2085,5061271.00,,
2011,PROSPECT,4274,12836122.00,,
2011,PUTNAM,3876,4976062.00,,
2011,REDDING,3863,36590732.00,,
2011,RIDGEFIELD,9698,102560062.00,,
2011,ROCKY HILL,9366,31577010.00,,
2011,ROXBURY,994,7391640.00,,
2011,SALEM,1841,6941438.00,,
2011,SALISBURY,1581,6167172.00,,
2011,SCOTLAND,328,634655.00,,
2011,SEYMOUR,7385,18421757.00,,
2011,SHARON,999,6063872.00,,
2011,SHELTON,18060,58718555.00,,
2011,SHERMAN,1598,5915566.00,,
2011,SIMSBURY,9940,69853404.00,,
2011,SOMERS,4211,14878424.00,,
2011,SOUTHBURY,8705,39307706.00,,
2011,SOUTHINGTON,19453,62881981.00,,
2011,SOUTH WINDSOR,11848,45772687.00,,
2011,SPRAGUE,1488,2702655.00,,
2011,STAFFORD,5142,10169710.00,,
2011,STAMFORD,55567,228878512.00,,
2011,STERLING,1364,2011462.00,,
2011,STONINGTON,12160,42579553.00,,
2011,STRATFORD,23784,53770482.00,,
2011,SUFFIELD,6020,24438123.00,,
2011,THOMASTON,3547,7869608.00,,
2011,THOMPSON,3993,4446791.00,,
2011,TOLLAND,6366,27234199.00,,
2011,TORRINGTON,15686,27331254.00,,
2011,TRUMBULL,15352,68557799.00,,
2011,UNION,341,905978.00,,
2011,VERNON,13745,32993113.00,,
2011,VOLUNTOWN,1198,2358717.00,,
2011,WALLINGFORD,20699,60321990.00,,
2011,WARREN,435,1217479.00,,
2011,WASHINGTON,1876,9184970.00,,
2011,WATERBURY,45141,49759850.00,,
2011,WATERFORD,9249,26952934.00,,
2011,WATERTOWN,9969,27198700.00,,
2011,WESTBROOK,3131,9544864.00,,
2011,WEST HARTFORD,27744,137050991.00,,
2011,WEST HAVEN,23669,36228841.00,,
2011,WESTON,3901,57156637.00,,
2011,WESTPORT,11226,204755753.00,,
2011,WETHERSFIELD,12827,39124331.00,,
2011,WILLINGTON,2538,6989329.00,,
2011,WILTON,7066,91184650.00,,
2011,WINCHESTER,5238,9606929.00,,
2011,WINDHAM,9190,10694717.00,,
2011,WINDSOR,14067,35769105.00,,
2011,WINDSOR LOCKS,6152,11677351.00,,
2011,WOLCOTT,7406,19329635.00,,
2011,WOODBRIDGE,3962,36788864.00,,
2011,WOODBURY,4515,20378218.00,,
2011,WOODSTOCK,3404,8600367.00,,
2016,ANDOVER,1522,5276011.00,,
2016,ANSONIA,8659,15009944.00,,
2016,ASHFORD,2105,5450457.00,,
2016,AVON,8455,84101775.00,,
2016,BARKHAMSTED,1816,5787917.00,,
2016,BEACON FALLS,2876,8617547.00,,
2016,BERLIN,10086,39038292.00,,
2016,BETHANY,2455,14521773.00,,
2016,BETHEL,8750,27308692.00,,
2016,BETHLEHEM,1687,5960149.00,,
2016,BLOOMFIELD,10804,37048237.00,,
2016,BOLTON,2384,10382142.00,,
2016,BOZRAH,1211,3708101.00,,
2016,BRANFORD,14392,59880479.00,,
2016,BRIDGEPORT,59738,61465266.00,,
2016,BRIDGEWATER,812,6126378.00,,
2016,BRISTOL,28599,64236830.00,,
2016,BROOKFIELD,8133,33892504.00,,
2016,BROOKLYN,3459,7949640.00,,
2016,BURLINGTON,4285,23265298.00,,
2016,CANAAN,1733,3384118.00,,
2016,CANTERBURY,2326,5485537.00,,
2016,CANTON,4680,25759516.00,,
2016,CHAPLIN,1037,2352237.00,,
2016,CHESHIRE,12393,67387530.00,,
2016,CHESTER,1879,7958072.00,,
2016,CLINTON,6343,22095898.00,,
2016,COLCHESTER,7564,26907189.00,,
2016,COLEBROOK,575,1823173.00,,
2016,COLUMBIA,2602,9435636.00,,
2016,CORNWALL,741,2565009.00,,
2016,COVENTRY,5860,19839776.00,,
2016,CROMWELL,7005,30411795.00,,
2016,DANBURY,36562,71479696.00,,
2016,DARIEN,8366,158273075.00,,
2016,DEEP RIVER,2182,10532601.00,,
2016,DERBY,5853,11677813.00,,
2016,DURHAM,3468,20680305.00,,
2016,EASTFORD,682,1866401.00,,
2016,EAST GRANBY,2482,10047295.00,,
2016,EAST HADDAM,3901,13811346.00,,
2016,EAST HAMPTON,6139,23137252.00,,
2016,EAST HARTFORD,24275,35934826.00,,
2016,EAST HAVEN,13453,30922610.00,,
2016,EAST LYME,8469,35634083.00,,
2016,EASTON,3245,31991827.00,,
2016,EAST WINDSOR,5597,13875142.00,,
2016,ELLINGTON,7538,33298582.00,,
2016,ENFIELD,19700,41202453.00,,
2016,ESSEX,3202,20666271.00,,
2016,FAIRFIELD,24521,210571456.00,,
2016,FARMINGTON,12096,76935508.00,,
2016,FRANKLIN,899,2740373.00,,
2016,GLASTONBURY,15851,112422443.00,,
2016,GOSHEN,1339,6631283.00,,
2016,GRANBY,5003,25357702.00,,
2016,GREENWICH,27333,554374149.00,,
2016,GRISWOLD,5492,11202322.00,,
2016,GROTON,11525,25903860.00,,
2016,GUILFORD,10122,67608847.00,,
2016,HADDAM,3956,17227416.00,,
2016,HAMDEN,25212,76948767.00,,
2016,HAMPTON,1107,3053280.00,,
2016,HARTFORD,49075,51242224.00,,
2016,HARTLAND,839,2810461.00,,
2016,HARWINTON,2559,9867776.00,,
2016,HEBRON,4287,19562411.00,,
2016,KENT,1306,4364093.00,,
2016,KILLINGLY,7753,12436306.00,,
2016,KILLINGWORTH,2872,14444703.00,,
2016,LEBANON,3289,10032193.00,,
2016,LEDYARD,6676,19153173.00,,
2016,LISBON,1702,4481531.00,,
2016,LITCHFIELD,3861,17730789.00,,
2016,LYME,962,7449806.00,,
2016,MADISON,8080,61038179.00,,
2016,MANCHESTER,28487,68555730.00,,
2016,MANSFIELD,5379,19822706.00,,
2016,MARLBOROUGH,2865,15183666.00,,
2016,MERIDEN,27258,50027323.00,,
2016,MIDDLEBURY,3425,24533755.00,,
2016,MIDDLEFIELD,2024,8112628.00,,
2016,MIDDLETOWN,20824,55835515.00,,
2016,MILFORD,25909,110670397.00,,
2016,MONROE,8746,42397763.00,,
2016,MONTVILLE,8321,18835422.00,,
2016,MORRIS,1078,4592874.00,,
2016,NAUGATUCK,14358,29742923.00,,
2016,NEW BRITAIN,31360,38363772.00,,
2016,NEW CANAAN,8225,165509512.00,,
2016,NEW FAIRFIELD,6128,20358833.00,,
2016,NEW HARTFORD,3315,14119121.00,,
2016,NEW HAVEN,49107,89388902.00,,
2016,NEWINGTON,15349,42989401.00,,
2016,NEW LONDON,11247,14707239.00,,
2016,NEW MILFORD,12918,37836736.00,,
2016,NEWTOWN,11857,67865589.00,,
2016,NORFOLK,739,3051275.00,,
2016,NORTH BRANFORD,6815,24773510.00,,
2016,NORTH CANAAN,362,603297.00,,
2016,NORTH HAVEN,11835,47048681.00,,
2016,NORTH STONINGTON,2413,7758350.00,,
2016,NORWALK,41970,149760507.00,,
2016,NORWICH,17788,26912934.00,,
2016,OLD LYME,3731,26552629.00,,
2016,OLD SAYBROOK,5114,25456799.00,,
2016,ORANGE,6677,37214827.00,,
2016,OXFORD,5803,24517548.00,,
2016,PLAINFIELD,6481,10351636.00,,
2016,PLAINVILLE,8848,21661566.00,,
2016,PLYMOUTH,5704,13478650.00,,
2016,POMFRET,1874,6551207.00,,
2016,PORTLAND,4477,17513743.00,,
2016,PRESTON,2142,5678125.00,,
2016,PROSPECT,4508,15450487.00,,
2016,PUTNAM,4018,5383891.00,,
2016,REDDING,3953,37199731.00,,
2016,RIDGEFIELD,10347,109642086.00,,
2016,ROCKY HILL,9734,36676321.00,,
2016,ROXBURY,997,7612484.00,,
2016,SALEM,1880,7635934.00,,
2016,SALISBURY,1640,8148354.00,,
2016,SCOTLAND,328,756924.00,,
2016,SEYMOUR,7922,22568291.00,,
2016,SHARON,1025,7021759.00,,
2016,SHELTON,19370,71114936.00,,
2016,SHERMAN,1589,6612861.00,,
2016,SIMSBURY,10710,74669677.00,,
2016,SOMERS,4393,17457651.00,,
2016,SOUTHBURY,8873,41044340.00,,
2016,SOUTHINGTON,20479,75605359.00,,
2016,SOUTH WINDSOR,12201,54021137.00,,
2016,SPRAGUE,1498,3214867.00,,
2016,STAFFORD,5465,12396538.00,,
2016,STAMFORD,61016,253612830.00,,
2016,STERLING,1433,2492798.00,,
2016,STONINGTON,12692,52706572.00,,
2016,STRATFORD,25219,64011467.00,,
2016,SUFFIELD,6313,31049245.00,,
2016,THOMASTON,3715,9497967.00,,
2016,THOMPSON,4172,5375262.00,,
2016,TOLLAND,6594,31209266.00,,
2016,TORRINGTON,16108,30616369.00,,
2016,TRUMBULL,15898,82832975.00,,
2016,UNION,292,1070040.00,,
2016,VERNON,14576,36128414.00,,
2016,VOLUNTOWN,1211,2648992.00,,
2016,WALLINGFORD,21777,72362959.00,,
2016,WARREN,428,2241212.00,,
2016,WASHINGTON,1820,9663686.00,,
2016,WATERBURY,46280,54183281.00,,
2016,WATERFORD,9581,31294806.00,,
2016,WATERTOWN,10414,32969740.00,,
2016,WESTBROOK,3237,16555014.00,,
2016,WEST HARTFORD,28558,171817664.00,,
2016,WEST HAVEN,24394,41940473.00,,
2016,WESTON,4087,59302265.00,,
2016,WESTPORT,11623,203589633.00,,
2016,WETHERSFIELD,13120,48374305.00,,
2016,WILLINGTON,2636,7934980.00,,
2016,WILTON,7519,99915020.00,,
2016,WINCHESTER,4885,9982823.00,,
2016,WINDHAM,9508,12456754.00,,
2016,WINDSOR,14637,39080521.00,,
2016,WINDSOR LOCKS,6444,13790875.00,,
2016,WOLCOTT,7759,23258044.00,,
2016,WOODBRIDGE,4128,42737698.00,,
2016,WOODBURY,4712,21658768.00,,
2016,WOODSTOCK,3592,10501766.00,,
2017,ANDOVER,1546,5751446.00,,
2017,ANSONIA,8746,15737097.00,,
2017,ASHFORD,2058,5560639.00,,
2017,AVON,8457,86058222.00,,
2017,BARKHAMSTED,1828,6799901.00,,
2017,BEACON FALLS,2853,9009852.00,,
2017,BERLIN,10022,41756456.00,,
2017,BETHANY,2536,14596725.00,,
2017,BETHEL,8973,29124336.00,,
2017,BETHLEHEM,1658,6120786.00,,
2017,BLOOMFIELD,10998,40005085.00,,
2017,BOLTON,2329,10573707.00,,
2017,BOZRAH,1243,3990234.00,,
2017,BRANFORD,14441,62797677.00,,
2017,BRIDGEPORT,60011,63872129.00,,
2017,BRIDGEWATER,803,5406596.00,,
2017,BRISTOL,28779,67088215.00,,
2017,BROOKFIELD,8180,35161105.00,,
2017,BROOKLYN,3557,8411282.00,,
2017,BURLINGTON,4357,24667874.00,,
2017,CANAAN,1743,3655672.00,,
2017,CANTERBURY,2375,5724853.00,,
2017,CANTON,4690,28445144.00,,
2017,CHAPLIN,1033,2266303.00,,
2017,CHESHIRE,12425,70826186.00,,
2017,CHESTER,1878,7954635.00,,
2017,CLINTON,6373,23887068.00,,
2017,COLCHESTER,7748,27559798.00,,
2017,COLEBROOK,589,1953989.00,,
2017,COLUMBIA,2603,9973718.00,,
2017,CORNWALL,775,2853911.00,,
2017,COVENTRY,5950,20670726.00,,
2017,CROMWELL,7121,32269922.00,,
2017,DANBURY,37131,77140025.00,,
2017,DARIEN,8391,226297824.00,,
2017,DEEP RIVER,2196,9498797.00,,
2017,DERBY,5913,12372223.00,,
2017,DURHAM,3447,21615912.00,,
2017,EASTFORD,657,1945467.00,,
2017,EAST GRANBY,2436,10133544.00,,
2017,EAST HADDAM,3913,14265135.00,,
2017,EAST HAMPTON,6114,24692638.00,,
2017,EAST HARTFORD,24465,37696907.00,,
2017,EAST HAVEN,13620,34040369.00,,
2017,EAST LYME,8484,40060793.00,,
2017,EASTON,3223,30574642.00,,
2017,EAST WINDSOR,5580,14336300.00,,
2017,ELLINGTON,7566,33254794.00,,
2017,ENFIELD,19670,42760909.00,,
2017,ESSEX,3274,22315236.00,,
2017,FAIRFIELD,24631,214544445.00,,
2017,FARMINGTON,12135,86180050.00,,
2017,FRANKLIN,908,2900342.00,,
2017,GLASTONBURY,15992,126219168.00,,
2017,GOSHEN,1356,7741365.00,,
2017,GRANBY,5014,26568667.00,,
2017,GREENWICH,27286,765421830.00,,
2017,GRISWOLD,5490,11852631.00,,
2017,GROTON,11657,31955590.00,,
2017,GUILFORD,10120,71749154.00,,
2017,HADDAM,3951,18239649.00,,
2017,HAMDEN,25632,81488504.00,,
2017,HAMPTON,1112,2879329.00,,
2017,HARTFORD,49731,55173845.00,,
2017,HARTLAND,848,2925139.00,,
2017,HARWINTON,2603,10417293.00,,
2017,HEBRON,4264,20815229.00,,
2017,KENT,1282,4510941.00,,
2017,KILLINGLY,7932,13369389.00,,
2017,KILLINGWORTH,2934,15241030.00,,
2017,LEBANON,3318,10401879.00,,
2017,LEDYARD,6757,20732405.00,,
2017,LISBON,1721,4730696.00,,
2017,LITCHFIELD,3841,18483323.00,,
2017,LYME,977,9981557.00,,
2017,MADISON,8084,64027279.00,,
2017,MANCHESTER,28890,71287908.00,,
2017,MANSFIELD,5293,19609793.00,,
2017,MARLBOROUGH,2869,15293738.00,,
2017,MERIDEN,27728,53311160.00,,
2017,MIDDLEBURY,3434,25296640.00,,
2017,MIDDLEFIELD,2086,9008340.00,,
2017,MIDDLETOWN,21123,59059709.00,,
2017,MILFORD,26140,116181524.00,,
2017,MONROE,8776,44819487.00,,
2017,MONTVILLE,8372,19970930.00,,
2017,MORRIS,1051,4641713.00,,
2017,NAUGATUCK,14401,30950138.00,,
2017,NEW BRITAIN,31910,42285986.00,,
2017,NEW CANAAN,8159,190137495.00,,
2017,NEW FAIRFIELD,6123,21168446.00,,
2017,NEW HARTFORD,3339,14523100.00,,
2017,NEW HAVEN,49101,96567123.00,,
2017,NEWINGTON,15503,45544542.00,,
2017,NEW LONDON,11341,17206087.00,,
2017,NEW MILFORD,13088,38207942.00,,
2017,NEWTOWN,11893,73637620.00,,
2017,NORFOLK,710,3175184.00,,
2017,NORTH BRANFORD,6839,24813135.00,,
2017,NORTH CANAAN,326,637293.00,,
2017,NORTH HAVEN,11897,49097371.00,,
2017,NORTH STONINGTON,2388,8499842.00,,
2017,NORWALK,42446,190008373.00,,
2017,NORWICH,17895,28699737.00,,
2017,OLD LYME,3777,28411090.00,,
2017,OLD SAYBROOK,5270,30569500.00,,
2017,ORANGE,6671,39133954.00,,
2017,OXFORD,5843,25945137.00,,
2017,PLAINFIELD,6578,11269174.00,,
2017,PLAINVILLE,8903,22619200.00,,
2017,PLYMOUTH,5770,14150946.00,,
2017,POMFRET,1880,6811385.00,,
2017,PORTLAND,4425,18196872.00,,
2017,PRESTON,2159,6130867.00,,
2017,PROSPECT,4487,16504967.00,,
2017,PUTNAM,4055,5818571.00,,
2017,REDDING,3983,37324049.00,,
2017,RIDGEFIELD,10449,112130480.00,,
2017,ROCKY HILL,9833,39267108.00,,
2017,ROXBURY,987,8105845.00,,
2017,SALEM,1924,7883931.00,,
2017,SALISBURY,1657,7890821.00,,
2017,SCOTLAND,336,850208.00,,
2017,SEYMOUR,8016,23392663.00,,
2017,SHARON,1045,6787866.00,,
2017,SHELTON,19774,73145450.00,,
2017,SHERMAN,1615,7194685.00,,
2017,SIMSBURY,10924,83349682.00,,
2017,SOMERS,4347,19680925.00,,
2017,SOUTHBURY,9129,43634408.00,,
2017,SOUTHINGTON,20646,81069073.00,,
2017,SOUTH WINDSOR,12305,56885512.00,,
2017,SPRAGUE,1524,3389559.00,,
2017,STAFFORD,5503,13055695.00,,
2017,STAMFORD,61485,888615940.00,,
2017,STERLING,1438,2586837.00,,
2017,STONINGTON,12818,57768016.00,,
2017,STRATFORD,25458,66874483.00,,
2017,SUFFIELD,6473,38099944.00,,
2017,THOMASTON,3715,10014244.00,,
2017,THOMPSON,4249,6071834.00,,
2017,TOLLAND,6697,32414277.00,,
2017,TORRINGTON,16294,32527802.00,,
2017,TRUMBULL,16095,84369657.00,,
2017,UNION,289,1025546.00,,
2017,VERNON,14772,38598539.00,,
2017,VOLUNTOWN,1232,2932397.00,,
2017,WALLINGFORD,21794,74646914.00,,
2017,WARREN,434,1435438.00,,
2017,WASHINGTON,1821,10875912.00,,
2017,WATERBURY,46812,56146024.00,,
2017,WATERFORD,9609,32858979.00,,
2017,WATERTOWN,10530,34416348.00,,
2017,WESTBROOK,3321,13865104.00,,
2017,WEST HARTFORD,28746,187671397.00,,
2017,WEST HAVEN,24459,44681171.00,,
2017,WESTON,4042,62378869.00,,
2017,WESTPORT,11680,218578916.00,,
2017,WETHERSFIELD,13230,50870415.00,,
2017,WILLINGTON,2635,8280838.00,,
2017,WILTON,7513,102381191.00,,
2017,WINCHESTER,4957,10612405.00,,
2017,WINDHAM,9566,12723078.00,,
2017,WINDSOR,14975,41167367.00,,
2017,WINDSOR LOCKS,6519,14729802.00,,
2017,WOLCOTT,7822,24596191.00,,
2017,WOODBRIDGE,4116,43739647.00,,
2017,WOODBURY,4715,22649260.00,,
2017,WOODSTOCK,3636,11706636.00,,
2018,ANDOVER,1565,5989834.00,428480.00,6418314.00
2018,ANSONIA,8876,16429056.00,102608.00,16531664.00
2018,ASHFORD,2086,5987098.00,130814.00,6117912.00
2018,AVON,8498,91942574.00,7534848.00,99477422.00
2018,BARKHAMSTED,1845,6646823.00,284019.00,6930842.00
2018,BEACON FALLS,2895,9686841.00,152495.00,9839336.00
2018,BERLIN,10188,44879856.00,3132607.00,48012463.00
2018,BETHANY,2449,14870438.00,1635049.00,16505487.00
2018,BETHEL,8984,30484168.00,1171584.00,31655752.00
2018,BETHLEHEM,1644,6654560.00,634968.00,7289528.00
2018,BLOOMFIELD,11166,38990075.00,1752139.00,40742214.00
2018,BOLTON,2344,11657136.00,813840.00,12470976.00
2018,BOZRAH,1249,3982407.00,441131.00,4423538.00
2018,BRANFORD,14441,64304210.00,5051095.00,69355305.00
2018,BRIDGEPORT,60112,67064059.00,1794284.00,68858343.00
2018,BRIDGEWATER,779,5440043.00,755139.00,6195182.00
2018,BRISTOL,29217,71793325.00,2753543.00,74546868.00
2018,BROOKFIELD,8241,37697735.00,3224398.00,40922133.00
2018,BROOKLYN,3603,8664249.00,231177.00,8895426.00
2018,BURLINGTON,4382,27034253.00,1773197.00,28807450.00
2018,CANAAN,1714,3966717.00,164341.00,4131058.00
2018,CANTERBURY,2416,6273962.00,234300.00,6508262.00
2018,CANTON,4668,29215985.00,2237825.00,31453810.00
2018,CHAPLIN,1061,2406208.00,103372.00,2509580.00
2018,CHESHIRE,12486,73097328.00,5816110.00,78913438.00
2018,CHESTER,1857,8806904.00,1027920.00,9834824.00
2018,CLINTON,6412,25064275.00,1817242.00,26881517.00
2018,COLCHESTER,7760,28855763.00,1126255.00,29982018.00
2018,COLEBROOK,605,2120203.00,69999.00,2190202.00
2018,COLUMBIA,2560,10234919.00,425388.00,10660307.00
2018,CORNWALL,756,2863656.00,346375.00,3210031.00
2018,COVENTRY,5945,22239825.00,1374769.00,23614594.00
2018,CROMWELL,7177,35526866.00,3682650.00,39209516.00
2018,DANBURY,37191,79729340.00,3807005.00,83536345.00
2018,DARIEN,8283,210653056.00,8502408.00,219155464.00
2018,DEEP RIVER,2210,8450709.00,481566.00,8932275.00
2018,DERBY,6018,12863196.00,208273.00,13071469.00
2018,DURHAM,3454,22716997.00,2589242.00,25306239.00
2018,EASTFORD,668,2058871.00,201278.00,2260149.00
2018,EAST GRANBY,2441,10972853.00,633765.00,11606618.00
2018,EAST HADDAM,3936,15397296.00,867075.00,16264371.00
2018,EAST HAMPTON,6137,25425453.00,1027901.00,26453354.00
2018,EAST HARTFORD,24846,39610297.00,479692.00,40089989.00
2018,EAST HAVEN,13768,33578761.00,1929638.00,35508399.00
2018,EAST LYME,8574,40715930.00,2737401.00,43453331.00
2018,EASTON,3163,31087810.00,4249494.00,35337304.00
2018,EAST WINDSOR,5630,15274151.00,811882.00,16086033.00
2018,ELLINGTON,7694,35494822.00,2072184.00,37567006.00
2018,ENFIELD,19734,44847352.00,1248808.00,46096160.00
2018,ESSEX,3347,24891681.00,2132521.00,27024202.00
2018,FAIRFIELD,24510,220964250.00,20477140.00,241441390.00
2018,FARMINGTON,12234,86855113.00,6298041.00,93153154.00
2018,FRANKLIN,903,2938853.00,166315.00,3105168.00
2018,GLASTONBURY,16240,131128103.00,12537424.00,143665527.00
2018,GOSHEN,1348,7998292.00,796240.00,8794532.00
2018,GRANBY,5070,29718911.00,1394595.00,31113506.00
2018,GREENWICH,26472,692983570.00,78266750.00,771250320.00
2018,GRISWOLD,5689,12654178.00,345805.00,12999983.00
2018,GROTON,11781,29429688.00,1300369.00,30730057.00
2018,GUILFORD,10088,79874955.00,6838887.00,86713842.00
2018,HADDAM,4014,19380016.00,1678858.00,21058874.00
2018,HAMDEN,25798,85445222.00,2896425.00,88341647.00
2018,HAMPTON,1114,3079103.00,94127.00,3173230.00
2018,HARTFORD,49686,59270140.00,1660921.00,60931061.00
2018,HARTLAND,841,3122661.00,167988.00,3290649.00
2018,HARWINTON,2597,11572584.00,1114660.00,12687244.00
2018,HEBRON,4376,22860821.00,1265361.00,24126182.00
2018,KENT,1267,4855880.00,391625.00,5247505.00
2018,KILLINGLY,8069,14524684.00,1032872.00,15557556.00
2018,KILLINGWORTH,2963,16223269.00,1132422.00,17355691.00
2018,LEBANON,3384,10840054.00,414962.00,11255016.00
2018,LEDYARD,6844,21687219.00,444301.00,22131520.00
2018,LISBON,1709,4978757.00,377957.00,5356714.00
2018,LITCHFIELD,3868,20853212.00,2255217.00,23108429.00
2018,LYME,920,9667737.00,1087087.00,10754824.00
